sentence,label
could be one of the greatest nights of my life carmelo anthony winked &amp; acknowledged me twice and sat 2 rows back at the knicks game !  #ca7,positive
guddu khada nhi ho sakta q ki guddu ka khada ho gya h :-(,neutral
"rahsya hatya ke nahi ,  hatya ki vajah ke hain .  kyon mara dono ko ?  love .  sambandh hi nahi .  aur koi rahsya bhi ho sakta hain .",neutral
"all the people seeing noel fielding tomorrow ,  i am extremely jealous of you .",negative
steelers will travel to new york on sunday for giants game: the pittsburgh steelers face the new york giants on  .  .  .  http/URL,neutral
bachpan ki yaad dila di :-(,negative
hehehehe .   .  . john cena ka sticker .   . really bachpan yaad aa gaya,positive
bhai ball lagta hai maruti gold ki hi hai .  .,neutral
kya baat hai great,positive
seems my new ipod doesn't like kasabian very much- laptop has crashed every time it's got to syncing empire .  10th time lucky .  .  .,negative
ab to sardi jane ka time ho gya guddu k yaha late aayi hai lagta hai,neutral
whatever happens .  mom's lap is the best place to relax :),positive
badmash,negative
sabse bada jhut tha ye .  .  . i also had this :p,negative
this bitch @someUSER just put frog back on lmfao throw back thursday,negative
mast h yaar  .  .   .  .  i always wait for you next episode,positive
"ufc on fuel tv 5 preliminary card preview: this saturday ,  the ufc once again comes to fuel tv .  coming  .  .  .  http/URL #ufc #mma",neutral
@someUSER wt r u doing guyx  ?,neutral
mere pass ab bhi kayi cassettes hain :-),neutral
guddu .  .  .  love u yaar ;) :d :*,positive
logo ko ullu banane wale ko solid reply .,negative
did you just tell me lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd ? #youjustruinedmylife #fuckyou,negative
app sirf plan hi kerega  .  .  .  . success nehi .  .  . plan to me bhi kar sekta .  .  .,negative
mere toh aansu aa gaye ;(,positive
"throwback thursday !  daddy and joe pa !  rip to ,  in my eyes ,  still the most winningest coach in college footbal http/URL",positive
bete peida hote rahe to in beto ki shadi kisse krwayega .  .  .  ramdev ji plz koi beti peida hone wali dwai b bnaiye,negative
@someUSER yesssss it's true .  wednesday london thursday luton friday luton .  are you down .  go hard 'our' go home (remember that) lmfao,neutral
humari to diwali manane ki habbit hi ho gayi hai .  .  .  .  .  .  . burrrrhahahahahahaa,positive
mana fazlu bhaiya bade aadmi ho ge hai lekin fir bhi kuch purane din yaad dilao,neutral
:( kuchh purani yade taja ho gayi !,negative
16 .  vot bank ki rajneet ke chalte desh mein atanki hamale va mazahbi riots badhte jaa rahe the jise ab bina kisi bhed bhav ke khatam kiya ja raha hai,positive
bhai pichle world cup ind vs england match mei salla ek tang pe khada tha .  .  .,neutral
mein to chalk kha jati thi :-p :-d,neutral
hmmm .  .  .  it occurs to me that i haven't received a residual check in nearly a year now .  i think i should email sag tomorrow .,negative
awesome sir awesome :d :d,positive
this is definitely one of your best gag !  waise toh sabhi ek no rehte hai faisal bhai .  bass guddu ki tie paani peete waqt upar kandhe pe rakhwa dete toh  .  .  .  it's me in school days :),neutral
what a awesome we indian are  .  .  .  .  we celebrated republic day and forget with whom effort we celebrated it some where in sky dr bhim rao is smiling,positive
jason wu with brizo the inspiration behind the ss2013 runway show http/URL #design #nyfw #mbfw #fashionweek #fashion,neutral
kmaal krte ho yar  .  .  .  . garbage bin  .  .  .  . tumne to esa confused kr diya smjh hi nhi aa rha h  .  .  .  . sala hase kha se or roye kha se  .  .  .  .  .  . ;-),positive
the easiest thing to be in the world is you  .  the most difficult thing to be is what other people want you to be  .  don't let them put you in that position  .   ?   .   ?,positive
match wale din bhi office aana pada but koi na boss se chhupte chhupate online live streaming chalu hai .  .  .  .  .  . go india go .,positive
"fake ,  nakli  . pahle se fix tha ye game  .  .  .  .",negative
niggas was really fighting at the gas station sat night tho,negative
jis section ki ladkiyan mast hoti thi us section mai jate the chalk magne  .   .  .  .  .  .  .  .  .  .  . ha ha ha,positive
just bought my 1st heineken beer in las vegas .  ps i've lived here for 5 yrs ~what took me so long !  http/URL,negative
ye thoda alag case h but still .  .  :p,neutral
in south korea ?  unikent is excited to be at the world grad fair in seoul tomorrow .  join us at .  .  .  .  http/URL,positive
ab naya tv le aao .  .  . jake pakistani bahiyo,neutral
aisa admi ke lia desh thik thak hai,neutral
we tallied up the votes and are announcing the winners for calling all communities !  tune in http/URL on nov 1st at 11am (cst),neutral
i'm hosting the day party @ spartacus friday from 2-6 and then @ spy in raleigh that night !,neutral
"modi is the best  ,  rahul is maha chore h  .",neutral
"ro ro ke kar rhe hain pakistan wale ,  india walo se binti hai koi to le lo hmre pathake",negative
ab kya but team india ne accha game kiya they played nice,positive
hahhaha,positive
bhai ma kasam full telented h,positive
cz wo up d ordr ata n out hota tb ye log khte k ab semis m chang krne k kya zrurt thi ctin ordr ko !  !  !,neutral
arre kejriwal 70 kiya 700 issues pe wade kar le karna to kuchh hai nahin,negative
@someUSER oh hey !  i have another reason for you !  it's national chocolate day on sunday !  :d,positive
sari earth ke faadu sticker lagey hotey they ullu bananey ko .  .  . grrrrr !,negative
wo white dress .  .  .  white shoes .  .  .  aur subah subah patriotic songs .  .  . just loved that .  .,positive
@someUSER u proved to be a better scriptwriter than shazia ilmi .  #ramdev will end fast or move to ramlila where he has permission till 30 aug,positive
india lose v eng,negative
ajj ek hafte ke baad gag banate hai main roj page check kar kae pareshan hoo jate hoo ki koi naa koi gag banaya hoga apna but nahi rahta hai jabse ye page popular hua hai apna gag roj banana hii band kar diya hai :(,negative
"first day filming on dancing on ice tomorrow ,  should be interesting .",positive
great babulal meena,positive
prateek johri dialogue tere bas ki baat nahi .  .,negative
@someUSER be at mr .  mussers class at 8:30 tomorrow and i'll give it to you,neutral
7 mai se 6 jeete m s dhoni is a good captain n well played,positive
flight with denzel washington comes out tomorrow &gt;&gt;&gt;&gt;,neutral
"@someUSER but if he shaves again like at elimination chamber earlier ,  i may have to hit him !",negative
"tv par pehle parade dekho ,  fir tirangaa :d",neutral
login karne ke baad aapke account me 150 ka free recharge add ho jayegaa,positive
""" happy valentines day ""  lulwhuuuut ?  i guess it is february weather though .  .  .",positive
hamare college me laddu k jgh pedha diye .  .  .,neutral
the fact that i have no plans tomorrow night &amp; it's my last night in fl for a min &lt;&lt;&lt;&lt;&lt;&lt;,negative
sharmaji ke launday ki dhunayi bahut achi hai .  .  .  :),positive
ab india ki thodi kam hui fikar,positive
bhai isko bolte hai presence of mind well done guddu,positive
"i'll be giving 2 presentations @ the center for photographic art in carmel ,  ca on sat .  11/3 http/URL #photography",neutral
#obamanewpromises chinese new year will replace the 4th of july as our independence day holiday,neutral
aj vala bhi cancel hua jaise,negative
"aur mazza to jb aata h jab wo dost class me ho aur ye bol de  "" main to nai le gya teri notebook ""  vijay kumar",neutral
kejriwal party to mahelao ki parehaniyo ko nahi hataegi balki kejriwal party delhi se mahelao ko hi hata degi islea desh ki tarakki k lea modi aur bjp ka saath de aur share kare,negative
isse bi acha rasta agle din goli de do :p :p bhai kabhi ni kiya and proudly matric pas :p,positive
yuo are very sahi aadmi arvind ji aap hi jitoge or 2018 me jab mp me chunav hoga to shivraj ki sarkar nhi aap ki sarkar hogi and cm rudrapal rajput &india ka har sachcha aadmi aapke sath h time mile to sampark jarur karna ham aap ke sath h milke desh bdlenge & badhai dher sari 15 farbari ko cm pad ki sapath lene ki jay hind jay bharat,positive
"price may have laid out fraundley harrison out pretty bad and easily ,  but still both klitschko brother wipe the floor with him .  #boxing",negative
world cup ke baad isko pata chalega,neutral
"#284 : do you have the mobile number of any girl  ,  i am looking to make friends only  .  i will not share my name  .",neutral
hot !  jim ross and alicia fox will be playing in the kendrick perkins celebrity poker tournament tomorrow afterno .  .  .  http/URL,neutral
comparison- abey tujhe kitne laddu mile ?  bas 1 packet .  .  .  maine to 3 packet le liye .  ayieeee,neutral
"ye feku in 4 issues ka bhi kuch nhi karne wala hai ,  lagta hai apne speech kanhi se likha ke lata hai aur rharukh khan se acting seekhke aata hai fekne ke liye",negative
bus contra aur mario hota tha !  :d,positive
guddu hamesha laat khane walay kaam hi kyon karta hai ?,negative
premier league: west ham v man city on saturday .  our preview looks at the stats &amp; has some interesting betting tips: http/URL,positive
jo vi add karna chahta ho no kar sakta h,neutral
"you know what ,  i dont give a shit about tomorrow yolo",negative
ek year ho gaye 15 paise b nhi aye,negative
"tomorrow is the last day for early voting here in nevada ,  if you havent already go vote !  !  dont wait til tues .  to do so .  .  .",neutral
kyoki kejri banaras walo ka chanda lekar bhaga hai .,negative
"sai hai na jo hai bst ha teri tarah todi looser kahin ka .  . deli walo ka kitna nuksan kya h tune loser , fenku .",negative
"save the date: 11/14 ,  @someUSER we've got some surprises coming your way !  info on monday .",positive
"if one more commentator references how  "" smart ""  the dook players are ,  i may just turn this mess off .  #overratededucation #dook",negative
"faisal bhai ,  chhatri leke koi gag banao na .",neutral
kya gussa ata tha dukan wale par .  maine to dukan sae 64 in 1 layi aur cartridge adal badal ka apna badla pura kiya tha  .  .  .  .  :p,negative
"espn- indians fire manager acta with six games left: the cleveland indians fired manager manny acta on thursday ,  .  .  .  http/URL",neutral
@someUSER mines personal thinking tebow is better then flacco .  i don't care how bad he played sunday,positive
"halloween may be the second worst holiday ,  right after valentine's day",negative
thanx dd rat aaram re dekhunga,positive
arey suno yaar .  .  .  . kabhi guddu ki gf to dikhao,neutral
guddu ki mummy ne apne adrak mirchi k chakkar m indian team ka top order out karwa diya .  .  .  .,negative
u guys are aswm yar,positive
ohoh lecture acha h  .  .  ;) jis din apni sister ko freedom doge us din tmhe bh koi mil jayegi  .  .  mr .  lecturer  .  .  .  huhu :/,positive
obviously a person who has been in iit only will not see the good side of it  .  ask a person who has been in both the situations ( most of the m  .  tech guys )  .,negative
"@someUSER yes ,  it is .  over the summer ,  danny mcbride confirmed  "" eastbound &amp; down ""  was renewed for a 4th season .  no word on a premiere date yet",neutral
@someUSER have you filmed jonathan ross yet ?  ?  ?  can't wait to see it on sat !  :) xxx,positive
hum kangaruon ko unki dharti pr hi sabak sikhayege,negative
"south africa ke captain baar baar dhawan ko yea yaad dila rahe hein ki hum pakistan ki team nahi hein be ,  sirf dress hi hari hai .  .  .  .  :)",neutral
i forgot plies gone be at the moon tomorrow,neutral
"on the hill side  ,  near the temple there is a junior faculty member who sells sutta until 1 am  .  apparently only very few students know about it  .",neutral
"kuch garam ya thanda khane se agar daanton me tez jhanjhanahat ho ,  to use sensitivity kahte hain .  .  .  .",neutral
yoooo  .  .  nice modification admin  .  .   .  game of thrones is really awesome btw  .  .  !  !,positive
@someUSER i'm in hawaii at the moment .  home next friday night .  don't want to come home .,negative
hahaaha  .  .  guddu is my past representer :d,neutral
jonas brothers are gonna go live at fort canning on the 22nd .  hmmmm .,neutral
tu apne manifesto ki chinta kar .  .  .,negative
